userName,review,date,title,isEdited,rating,app_name,app_id,developerResponse
SaViSe,"I love this app. For the most part. The available selection of music is HUGE, although there are some artists and/or albums I wish were available with out paying for Music Unlimited (I’m looking at you, Led Zeppelin!). I was EXTREMELY excited to see the new update, which added volume normalizing, which was easily my biggest complaint, since shuffling music meant constantly adjusting my phone/car’s volume from song to song. What I didn’t realize, however, was that I was going to have to re-download EVERY SINGLE SONG on my phone. I have about 7000 songs downloaded. I’m in the middle of my second day of re-downloading. It’s excruciatingly slow, even with a very fast connection, and, unless you leave the app open, constantly gets hung up or frozen, meaning you have to restart the downloads (you don’t lose what you’ve already done, thank god!). 

Overall, a pretty good app for music lovers, and it would probably be great if I just started using it, but there are definitely some issues, some of which could have been solved, or at least forgiven, simply by letting people know what was going on.",2020-01-24 17:32:59,"Great, but not always",False,3,amazon-music-songs-podcasts,510855668,
Ebo Built,"User interface was designed by Fred Flintstone.... it’s clumsy, byzantine, and poorly organized.  Any “user friendly” interface is easy to discern to the point where it becomes almost intuitive.  Suffers from glitchy behavior when the phone is performing other tasks and operations which is frustrating.... it interferes with a pleasurable listening experience.  My phone is a brand new flagship from Samsung so we can’t blame these glitches on older equipment.  

On the plus side, when the music is playing the sound quality is amazing and has true fidelity I believe as to how the artist intended it to sound!  The available selections are nothing short of phenomenal, widespread, and eclectic!  Although I would like to see more selections offered from the big swing bands that flourished during and after WWII, like “Sing, Sing, Sing” from the BBC’s Big Band Orchestra for example.  Not remastered originals but modern performances of that style & genre. 

In short, the entire user interface needs to be elegant and its design philosophy should be driven by “organized simplicity”….  But you guys are off to a really good start!",2021-04-30 23:18:18,User interface design by Flintstone,False,3,amazon-music-songs-podcasts,510855668,
kelsarro,"Overall the app is decent. I have been able to discover a lot of new artists and songs that I enjoy from the artist radios and suggestions. Here are my cons:
Artist radios.. I have avoided thumbs-upping any songs that I like. I have found that when I do, it will play those songs that I thumbs-upped first every single time I play that particular radio. I guess that’s the point but I end up hating the song because it becomes way overplayed. Which is kind of how Pandora’s radio is. It’s just annoying. So don’t thumbs up anything unless you want to eventually hate it.

Shuffle on My Music.. needs some improvement. It seems like the algorithm needs work or something because it will shuffle and play THE SAME SONGS and then there are songs that I will never ever hear. I end up removing songs from My Music just because the shuffle seems to love playing it. I end up letting it play alphabetically just so I can hear my other songs. That’s terrible! Also, I have noticed that the shuffle will turn off by itself if I am connecting Bluetooth. That might be unavoidable but I thought I would mention that.",2019-11-24 21:16:24,Improve shuffle!,False,3,amazon-music-songs-podcasts,510855668,
AlicksterJ,"This is a great app! I can’t deny that it is extremely useful and easy to use— and is ideal for anyone who likes to listen to music on the go— however, after updating to the most recent version of the app, I have found that after a mandatory refresh, all my music was GONE! I had downloaded well over 3,000 songs (as an Unlimited subscriber) and was very disappointed to find all that gone. Not only that, but every thirty seconds the app crashes and restarts— making it to where it would be virtually impossible to re-download all those missing songs unless I had god-speed wifi, which, I regret to inform you, I do not have. I hope this is not the case through every device using the app, but it is the case for me and it is very disheartening, as I do not have data on my device and cannot access wifi 24/7 to where I could simply use it without downloads. 

All I ask is that the crashing gets resolved. Restarting my device did not help, either, so I believe it is the app itself. But also, please do not remove all of one’s offline music in the next update please. 🙏",2019-09-03 05:26:21,New Update RUINED IT!!,False,3,amazon-music-songs-podcasts,510855668,
Roamingricky,"So far it’s working out well, I do like the Alexa feature, but it doesn’t work when my iPad isn't active so you still have to push buttons. LOL.   So far I’ve been able to find all the music I have been looking for, time will tell, can’t give them five stars because there’s always room for improvement in the structure of the app.  For example if you go to play Lady Gaga, it will only play the same four songs over and over until you actually go and open it up and make them play the full playlist, that seems like a waste of time, who would ask to play Lady Gaga and only want the same four songs?   Should just give u the full list right off.  Some of the other controls and features take a while to hunt and peck to find as well, some work on the user-friendly interface wouldn’t hurt.  Overall for the music that I listen to, I don’t find the monthly subscription fee overly excessive.   I will continue to enjoy your product. Thank you",2019-04-01 14:36:09,Like it,False,5,amazon-music-songs-podcasts,510855668,
JenkinsJ,"I wish I could give this app a better rating but I just can’t. It barely works with CarPlay. I have a 2019 Honda and trying to use the interface through CarPlay is frustrating. I’ll try to queue up music I’ve listened to before using the interface and some songs play. Some don’t. I have to use the app to make the song play. Trying to find songs I want to play is frustrating. The only option on CarPlay is to scroll through every song or album on my songs until I find the one I want. Search feature? Apple Music gives me a way to at least get to the first letter. Recently played is hit or miss. Many times, songs I listened to in the car yesterday are missing from recently played. I’ll be listening to music and all of sudden the bass just disappears and I’m hearing the tweeters and possibly the midrange with no base. The only way I have found to fix this is to unplug it from CarPlay and then plug it back in. Most times that works but sometimes it doesn’t. It only resets after the car has been turned off and restarted. I tried reinstalling the app and reinstalling it but that hasn’t fixed the problems. Really not sure why this app is so bad. I think you can do better.",2020-06-15 04:16:11,Mostly Doesn’t Work,False,1,amazon-music-songs-podcasts,510855668,
Carleigh Hare😜🤣🥳😍,"Okay so don’t get me wrong it’s amazing and all but I have a problem that for some reason just happened so I was getting on music and I keep all my favorite music on my offline music playlist those who know this app know how to get to that ( by pressing those three dotes on the top right corner) so I tapped that and nothing happens I closed the app and everything and it won’t work I’m really confused and frustrated so until the decides to start working I can’t listen to my music and this is the only app I have for my music so until then no music for me this is a major bummer PLEASE FIX THIS! Update; okay I’m REALLY annoyed at this point I searched up offline music in the search bar and it popped up and it dark grey and won’t let me access it, seems to me offline music has stopped on the app and no longer exist I’m REALLY REALLY annoyed I had so much music on there and it’s all completely gone I lost everything this is very frustrating to me if this isn’t fixed I’m deleting the app and leaving a bad review😤😡",2020-08-07 22:18:55,Great!... But One problem,False,4,amazon-music-songs-podcasts,510855668,
Coverbird,"This app is frustrating. If I put an album an my music and download it then it will still stream it unless I make a playlist and put those tracks in a playlist. So: add album to my music, effectively a playlist. But then I have to make a playlist, name it after the album, add the tracks from my music to match the album in the playlist, then download them. That’s redundant and such a waste of time. Also, the app constantly freezes on several different devices. When driving I have to fight with it for 5 minutes to get it to play music. Some great updates because it never used to be like this.

Edit: It seems since switching to iOS 15 that it has not been working. Constantly CarPlay with the Music app says cannot connect, try again. When data was turned on for my app it chewed through all my data because it played ‘online’ playlists and streamed the music despite it being downloaded to my device. I have to enable offline mode to get anything to play (still starting the songs from my phone) and certain playlists don’t show up even though I downloaded them all. 

I have closed my account and switched to Apple Music. No problems there.",2021-10-28 20:35:48,Not that great,False,1,amazon-music-songs-podcasts,510855668,
what nick name do you accept,"Lots of music choices. Easy to do basics. Many choices in the pull down menus. No instructions whatsoever so not sure what some of the choices do. So you experiment with the and do things that you have no idea how to undo. Example: selected the microphone from list and now whenever I play that playlist it starts playing similar genres not on playlist ( even after you choose to NOT have it play similar songs after playlist is over)
 The worst thing is the App. It does not ever match what is actually playing. Cannot stop the song playing cuz the app shows the previous song. Have to turn off everything and start from scratch. The echo will not stay paired so have to manually choose echo.  Airplay does not work. Have to manually go to settings on device to choose external speaker. Shuffle all song plays the same 10-15 songs over and over. Can only shuffle individual playlists. We’re done",2020-11-12 18:51:14,Starts out good,False,5,amazon-music-songs-podcasts,510855668,
glevumguy,"The music quality is great, and the price excellent. Though don’t go escalating it over time as you have done with the price of kindle books. Once, all below $2 now they are almost the same price as the hard copy book... There are a some things that would make the listening experience better for me. First of all videos, if available, related to the music... Then some way to see the history of what I’ve recently been listening to, and also a way of ‘saving’, whilst browsing, what I would like to listen to in the future. I sometimes leave the window open on what I would like to listen to next, but on re-opening that window, say the next day, it’s lost as I’m sent to the ‘home’ window (or ‘Home Page’ is it called ?)... And lastly why is an ebook now about the same price as the hard copy ? In life, as in business, quality is often more rewarding to pursue than monetary profit...  but such subtleties, to the detriment of success, are lost if the focus is solely on the bottom line. m",2020-07-29 16:42:51,Music review.,False,4,amazon-music-songs-podcasts,510855668,
Fancythat918,I would like more flexibility on how I add music to my playlists if I had them to add them to a specific list they are not in my general list. If I add everything to my general list my playlist gets bigger than I like so I end up just dumping music. Also I like hearing an entire album but if I download the whole thing it doesn't mean I want to keep the whole thing. Be nice to set tags or reminders when you downloaded so you could go back and review and evaluate. Also I hear songs on albums that aren't in the general mainstream that I really like. It would be fun to have maybe a WhatsApp community or some other type of group where you could share songs you liked with other people who like similar music where you could talk about what a song means to you or what you really like another artist. I could live a sheltered life and that already exists. But anyway. That's just a few things for my feedback. I generally think of a lot welcome to tag me up for additional feedback.,2020-08-04 05:10:40,Playlists & more,False,4,amazon-music-songs-podcasts,510855668,
Muttdog56,"Love the app but I’ve found where the issue lies. When I go to download my playlist I hit the download button the it says it’s downloading but it isn’t but right after I hit the download button I’ll go to play a song and it will not bring up the song being played then it will freeze the whole app so then I close it out and the music still plays even after I close the app it’ll play for at least an extra 15 seconds please fix this because I have to download my music as my service is terrible where I live and don’t have WiFi all the time. Thank you so much! Also now when I hit my playlist it takes 30 seconds to even load the playlist before it goes in then I play music and try to immediately skip the song and it just craps out. I just updated the app today July 29, 2021 and I’m still having major issues. Just fix the issues the people are telling you.",2021-07-30 05:31:52,Having issues PLEASE FIX ASAP,False,5,amazon-music-songs-podcasts,510855668,
antinonimous,"This app mostly does its job but every few months, the “my soundtrack” section goes completely off the rails and comes up with a genre you’ve never asked for that it will play over and over and over no matter how many times you dislike the songs of that genre. Never listened to Spanish free form jazz? Neither had I until one day that’s ALL it would give me in my “curated playlist based on songs I’ve liked”. Idk what this bug is but now it’s only giving me classic rock… which is better, but still not what I want. I’m not sure what to do to fix it cause I keep pressing the “don’t play songs like this on this station” button only to get MORE songs like that. Sometimes it has no idea what to choose so it defaults to the top songs on the charts but I REALLY don’t wanna hear the same 3 tiktok songs over and over and over. I’ve never once seeked out a Justin Bieber or dua lipa song but after the Spanish jazz was done that’s all it gave me for a week. 95% of the time it works fine but every so often “my soundtrack” is clearly not mine.",2021-08-04 04:53:59,This app is fine?,False,3,amazon-music-songs-podcasts,510855668,
Jfzxbuhgvv567,"I think the hardest part is learning how to utilize the setup the best. I would click best of prime and expect to hear all the top hits, but that included others favorite songs as well (rock, jazz, country, metal, all the genres). So instead of skipping 10 songs to find one I liked I made my own playlist and added songs I liked to it. That worked for a while as I never get tired of my favorite songs, but I wanted to explore more music. So I went to stations that were different than ""today's hits"" and had major nostalgia! Beatles, Beach Boys, 80's, 90's, and the best of the recent decade were filled with songs we remember but haven't heard for a while. Now I have several stations and just listen to my favorite songs once in a while. I really do listen every day, well unless my wife plays it on her phone as we share an account and you can only have one device streaming at a time but that's another story.",2019-02-21 12:56:09,Listen every day,False,5,amazon-music-songs-podcasts,510855668,
Mta5,"Hard to separate the app from the service...you are going to get both here. I have been an unlimited subscriber for more than year. I made the jump because I enjoyed the music, the sound quality is good and the library is enormous. Yes the better content requires you to pay and I’m surprised that people are surprised by that. Though, having artists leave the free version without any sort of warning was annoying. Again, part of the reason for the switch. If you like the service, pay to support it. Makes sense.

The app has been buggy for me in past versions. It tended to just restart itself. I’d say maybe the device, but this was the only app that did it. The latest update seems to have corrected the issue. The UI is decent, not fantastic but decent. 

The auto play feature they added is annoying. I get why it would seem like a good idea...if you play one song it stops. That bothered me at first, but once you realize you told it to play one song and it did exactly what you told it to, the frustration fades. If you want continual play, start a station or playlist. Nothing like playing a song that you know is okay for your 4 year old to hear and then have auto play throw on another song from the genre that absolutely is not. Good thing you can turn that off.

In short though, no ads, huge music selection, decent sound quality and a reasonable user interface. It is a good product...one worth paying for.",2020-12-21 13:28:23,It’s pretty good,False,4,amazon-music-songs-podcasts,510855668,
Fulano2,"Th app works well. There is plenty of music selection with the paid subscription. I do like that I can pause and play the current song from anywhere in the app with the fixed play button at the bottom.  Songs are easy to find.  It makes good recommendations on new songs to listen to.  I like that I can have multiple playlists for the family. It shows lyrics for many songs. There is a setting for disabling explicit songs which I haven’t tested well (maybe my kids). I don’t know how well the filter works.
Here is what wish it did better. I would like to be able to not just pause and play the current song I am listening too but be able to easily navigate to the screen that has the forward/backward skip button. I like to restart a song over if I already stated it and I come back later and want to restart it WITHOUT losing my position in my current play list. That is the mai drawback.",2019-05-04 17:27:36,"Plenty of music, works well, could use a few more features",False,4,amazon-music-songs-podcasts,510855668,
Sammy-T,"I like to shuffle all of my more than four thousand songs so that I always get a really varied listening experience, and I do listen a lot. It would be really cool to be able to play two or more album tracks together regardless of circumstance. That is, these tracks from an album are always played together in one particular order regardless of whether the rest of the music is shuffled or not. Examples: The Beatles” Sgt. Pepper... is always followed by “With a little help from my friends”. Also, from the first Allman Brothers’ album, “Don’t wantcha no more” is always followed by “Cross to bear”. XTC’s “Summer’s cauldron” should always be followed by “Grass”. Pure Prairie League’s “Falling in and out of love” should be followed by “Amy”. That would be a really cool feature and would make my listening experience perfect. As it is I had to make a Connected Songs playlist in order to listen to these sequences the way I prefer.",2020-10-15 02:53:34,Badly needed feature,False,5,amazon-music-songs-podcasts,510855668,
Keeping this name anonymous,"I love this app. I’ll say that first. It has all of my favorite artists, and such a large selection of songs/albums. I can download music, create playlists, all the things I need for a streaming service. 

However, this app isn’t without its flaws. Sometimes you can’t go back to a certain part without starting the song over. If you pause a song and start it again it might stop making sound but look like it’s still playing. (It’s not, pause it and it fixes itself.) The app crashes a lot, mostly if you’re not in the app at the moment. That’s the most frustrating of all of them, as it starts whatever song you were playing over. (But not the album, play queue or playlist. It will shut down radio stations, however.) 

I’d like to mention that I saw a review saying you couldn’t make play queues or play a single song on loop. This is not the case. I don’t know if that was a patch or something, but I’ve always been able to play one song on loop. Perhaps it’s a difference between phone models, but I’m on a 6 and it works just fine. I don’t see why it wouldn’t on later phones. 

All in all I really like the app, and it’s by far the best streaming service I’ve used. The issues I listed may look like a lot, but really they’re small and easy to deal with. I seriously recommend AM. I hope this helps!",2020-09-10 15:35:43,"Great all in all, but a few glitches.",False,5,amazon-music-songs-podcasts,510855668,
Amyzon71,"I like that this comes with Prime, but I don’t like that the algorithms need more improvement. I end up listening to songs that have very little musical similarity to the song or type of music I choose. Also, at the Home Screen, I am bombarded with a bunch of stations and lists that are piled on top of what I really want, and that’s my recents first. “Stations You Might Like” and such, change every time I listen to a different genre, which makes it hard to explore. I’ll listen to Christmas music one day, and Christian or classical or EDM another day. Every time I change it, all I see suggested is music from the last genre I listened to. It’s like the app thinks I only want to hear what I last chose, instead of seeing that I like ALL kinds of music. I do like the Soundtracks and Discovery Mixes, except that I have never liked pop music, save for a song or artist every once in a great while, and yet it always seems to infiltrate my listening. If I don’t search or listen to Billie Eilish or Post Malone, please stop pushing it on me.",2020-12-16 13:10:13,Bittersweet,False,3,amazon-music-songs-podcasts,510855668,
CrappyAppgfdssfhjdsdf,"Love this app and use it regularly with my bluetooth in my car since i drive alot. Since the last update, it seems they have limited the number of suggested songs for you. Before, i could open that section and keep hitting the show more button and then play through the list of 200+ songs and find new songs i like. Now, it shows maybe 50 songs and doesnt allow you to show more. Another major gripe for me is when someone calls me while connected to bluetooth while the music is playing, the sound changes until i exit out of the app and restart. If i do not do this then the music sounds like i am listening to it through a phone call. Similar to music playing in the background of a phone call when you are placed on hold. Happens everytime and it gets old having to clear the app out of my background and restart it after every phonecall. This didnt occur until the latest update so I hope its fixed. Would have gave 5 stars prior to this",2019-10-08 19:29:26,"Previously great, currently not so much",False,3,amazon-music-songs-podcasts,510855668,
Cap'n marvel,"Does everything Apple Music does, but a little bit better. Especially like the “offline mode” and this enables me to use my old iPhone to download and Bluetooth my music when driving, and I can use my main phone for GPS. The quality of the music while streaming can be selected to use less data if need be. This service is WELL worth the money spent. I have several gigs downloaded, and the downloads on the device can be deleted and new songs added within seconds while on WiFi. The only drawback? Only one device can be used at a time unless you pay extra. Not an issue in my situation. There’s the benefit of Alexa; she can shuffle from your downloaded music or you can create a station and stream whatever you are in the mood to hear. Having the larger file size going through two Exos-9 speakers is the definition of “immersive”.",2021-05-29 06:15:10,Flawless!,False,5,amazon-music-songs-podcasts,510855668,
Kendykai,"I like it so far. I kind of think it’s wack that there’s an additional fee on top of the prime membership fee- but the app has most every song I’ve looked up so far. I would say- I think that I don’t care for the mixes they produce. Maybe it’s me, but I find the platform a little challenging to use to narrow down recommendations based on my specific tastes. I really liked how pandora does that. However- one of the main selling points for prime music was we could hook it to our echo dot and basically just ask Alexa to play us any song at any time. It’s great! I also love it because when I’m in the car using my Bluetooth, I can just leave the app open on my phone, set the phone down, and just ask Alexa to play me whatever song I wanted to hear. Much less annoying than random stations or pre making  playlists. So that’s the main reason I stay- Alexa is far superior and I gotta be safe while I’m driving 🤷🏼‍♀️. Hope this helps!",2019-08-03 06:17:44,Overall pretty decent,False,4,amazon-music-songs-podcasts,510855668,
JPDoesNotLikeU,"Overall, the app functions well and the music selection is fantastic. I have yet to search for a song that I could not find.
A couple of small improvements that could make this app 5 Star for me would be:
Ability to sort the song orders on the playlists I create. Always having the first song I put on the playlist is not ideal. I would prefer to have the last song added on the top and the first song added on the bottom, that way I hear the newest music first. Other sort filters could include sort by number of times played, release date, and of course date added.
Another needed improvement is that when a song is removed, rather than just sitting grayed out on my playlist, the song should be replaced with a working version of the same title and artist (ie replace the removed Everything I Need by Skylar Gray with a working version of Everything I Need by Skylar Gray).",2019-03-31 15:38:53,Great app - Minor improvements still needed,False,4,amazon-music-songs-podcasts,510855668,
